sentence,entity_name,entity_type,date,year,month,day,decade,is_test
Beau - Rivage durant cette compétition,Beau - Rivage,org,2008-01-04,2008,1,4,2000,False
"« C ’ est le retour assuré au Moyen Age au niveau de la solidarité sociale et la qualité des soins » , décoche Jacques de Haller , président de la Fédération des médecins suisses ( FMH )",FMH,org,2008-04-19,2008,4,19,2000,False
"« On court le risque de ne plus voir son médecin de famille » , déplore Anne - Marie Bollier , responsable romande de l ’ Organisation suisse des patients ( OSP )",OSP,org,2008-04-19,2008,4,19,2000,False
( SP,SP,org,2008-04-19,2008,4,19,2000,False
"« Ils regrettent leur attitude et savent qu ’ ils ont une dette vis - à - vis du public » Opposé à Ried Wollerau samedi en demi - finale , le CT Neuchâtel n ’ a même pas fait illusion",Ried Wollerau,org,2008-08-11,2008,8,11,2000,False
"« Ils regrettent leur attitude et savent qu ’ ils ont une dette vis - à - vis du public » Opposé à Ried Wollerau samedi en demi - finale , le CT Neuchâtel n ’ a même pas fait illusion",CT Neuchâtel,org,2008-08-11,2008,8,11,2000,False
"« Pour la confiance , cela fait du bien . Et cela fait plaisir de battre Ivo LUCA SCHENA Le Valaisan des Cadolles s ’ est imposé en trois sets face à Ivo Heuberger . ( ARCHIVES RICHARD LEUENBERGER ) Heuberger , pour ce qu ’ il a été . » Le natif d ’ Altstäten avait atteint la porte du top 100 mondial ( ATP 102 ) en mai 2002",Cadolles,org,2008-08-11,2008,8,11,2000,False
"Ferreiro , lui , est entré sur le court à 4 - 0 pour Ried Wollerau et cela lui a déplu",Ried Wollerau,org,2008-08-11,2008,8,11,2000,False
"De la formidable épopée de 2007 , le CT Neuchâtel n ’ aura gardé ni le titre ni son caractère de champion",CT Neuchâtel,org,2008-08-11,2008,8,11,2000,False
"« J ’ ai toujours dit que les gars mouillaient leur maillot pour le club , mais aujourd ’ hui , ce ne fut pas le cas . Je n ’ ai pas vu les matches de Cristian et de Franco , car je jouais en même temps . Mais je sais qu ’ ils n ’ ont pas donné ce qu ’ ils auraient dû , car ils estimaient que la qualification n ’ était plus possible . Ils m ’ ont dit qu ’ ils regrettaient leur attitude . Ils savent qu ’ ils ont une dette vis - à - vis du public . J ’ ai une part de responsabilité dans ce gâchis . J ’ ai toujours parlé du maintien comme seul objectif , jamais du titre . . . Et cet objectif - là , cela fait déjà une semaine qu ’ il a été atteint . La motivation n ’ était plus là . Je ne suis pas content , mais je soutiens mes joueurs , je ne veux pas les casser . Le bilan global est bon . » Membre du « comité LNA » au CTN , Olivier Hochuli restait diplomate",CTN,org,2008-08-11,2008,8,11,2000,False
Vice - président et responsable du groupe Animation de l ’ Association de quartier - Serrières bouge,Association de quartier - Serrières bouge,org,2008-08-15,2008,8,15,2000,False
"( AQSB ) , il s ’ implique cœur et âme pour « Serrières en fête » , manifestation qui aura lieu les 23 et 24 août prochains , dans le quartier de Monsieur chocolat Suchard",AQSB,org,2008-08-15,2008,8,15,2000,False
"Signée Pablo Fernandez , elle sera visible dès le 23 et jusqu ’ au 31 août dans l ’ ancien karting de Tivoli ( Tivoli Center , Tivoli 11 )",Tivoli,org,2008-08-15,2008,8,15,2000,False
"Signée Pablo Fernandez , elle sera visible dès le 23 et jusqu ’ au 31 août dans l ’ ancien karting de Tivoli ( Tivoli Center , Tivoli 11 )",Tivoli Center,org,2008-08-15,2008,8,15,2000,False
"J CITOYENS Î Le Directoire exécutif de la République Françaife vous félicite par mon organe de l ' énergie avec laquelle vous avez conquis votre liberté , & de la fagefle que vous avez eue de l ' aflurer , en vous conftituant , en vous organifant , en vous donnant un Gouvernement & des Loix",Directoire exécutif de la République Françaife,org,1798-03-02,1798,3,2,1790,False
Je me perfuade que vous recueillerez précieufcment cette preuve de l ' intérêt que la République Françaife prend à votre fort,République Françaife,org,1798-03-02,1798,3,2,1790,False
DIRECTOIRE EXÉCUTIF,DIRECTOIRE EXÉCUTIF,org,1798-06-09,1798,6,9,1790,False
"Confidérant que la loi fur l ' organifation du pouvoir du Préfet , a déclaré que fon autorité & celle de fes agens étaient circonfcrites dans l ' exercice de la police générale & de la furveillance des autorités conftituées ; d ' où il fuit que la baffe police & les autres attributions des ci - devant confeils communaux profcrits par la Conftitution , doivent être confiées à des autorités nouvelles , bafées fur les principes de la fouveraineté du Peuple , & de la rotation des fonctionnaires publics , le Directoire Exécutif invite le Corps Législatif à prendre en confidération , le projet ci - joint",Directoire Exécutif,org,1798-06-09,1798,6,9,1790,False
"Sur la motion de Khun , on prend la réSolution d ' inviter le Directoire à prendre les melures les plus vigoureufes contre les agitateurs & perturbateurs de la tranquillité publique",Directoire,org,1798-09-08,1798,9,8,1790,False
"La ' fociété helvétique , pour l ' avancement de l ' éducation , s ' eft conftituée le 26 de ce mois dans nos murs","' fociété helvétique , pour l ' avancement de l ' éducation",org,1808-11-11,1808,11,11,1800,False
"doivent fe faire info - ire an greffe économique de la municipalité de Laufanne , ci v A ' VK",municipalité de Laufanne,org,1808-11-11,1808,11,11,1800,False
"Cette faillite a occasionné le leudemaia celle de trois autres maisons de banque considérables savoir , Arnsteinet Escales , Hippenmajer , Curz et Comp",Arnsteinet Escales,org,1808-12-09,1808,12,9,1800,False
"Cette faillite a occasionné le leudemaia celle de trois autres maisons de banque considérables savoir , Arnsteinet Escales , Hippenmajer , Curz et Comp",Curz et Comp,org,1808-12-09,1808,12,9,1800,False
"0 > Le Département de Justice et Police du Canton de Vaud , donne avis , que par jugement du 1 - ï décembre 1 S 27 , le Tribunal du District d ' Oion , a déc are l ' absence du sicui Je",Département de Justice et Police du Canton de Vaud,org,1828-01-04,1828,1,4,1820,False
"0 > Le Département de Justice et Police du Canton de Vaud , donne avis , que par jugement du 1 - ï décembre 1 S 27 , le Tribunal du District d ' Oion , a déc are l ' absence du sicui Je",Tribunal du District d ' Oion,org,1828-01-04,1828,1,4,1820,False
O Le président du Tribunal de première instance du District de Lausanne,Tribunal de première instance du District de Lausanne,org,1828-01-04,1828,1,4,1820,False
fJt > Le président du Tribunal du District de Vevey : — A tous les préten,Tribunal du District de Vevey,org,1828-01-04,1828,1,4,1820,False
CO Le président du Tribunal du District de Morges,Tribunal du District de Morges,org,1828-01-04,1828,1,4,1820,False
05 » Le président du Tribunal de première instance du District de Payerne,Tribunal de première instance du District de Payerne,org,1828-01-04,1828,1,4,1820,False
( £ > Le président du Tribunal de première instance du District de Payerne,Tribunal de première instance du District de Payerne,org,1828-01-04,1828,1,4,1820,False
lu Tribunal de première instance du District de Paverne,Tribunal de première instance du District de Paverne,org,1828-01-04,1828,1,4,1820,False
35 » Le président du Tribunal du District d ' Aigle,Tribunal du District d ' Aigle,org,1828-01-04,1828,1,4,1820,False
- a > Le président du Tribunal du District de la Vallée,Tribunal du District de la Vallée,org,1828-01-04,1828,1,4,1820,False
"Puis , procédant à nouveau , ils vous rappellent qu ' au lieu de suivra à la cause intentée A l ' Etat du canton de Vaud , au sujet d ' une revestiture du 26 septembre 1822 , le fondé de pouvoirs de Constant Rochat a fait avec eux , comme garants de l ' Etat , un sursis indéfini le 15 janvier 1827",Etat du canton de Vaud,org,1828-01-04,1828,1,4,1820,False
Ct > Le président du Tribunal du District de la Vallée,Tribunal du District de la Vallée,org,1828-01-04,1828,1,4,1820,False
"re à la cause intentée à l ' Etat du canton de Vaud , au sujet d ' une rêvestiture du 6 mars 1823 , le fondé de pouvoirs de Constant Rochat a fait avec eux , comme garants de l ' Etat , un sursis indéfini le 15 janvier 1827",Etat du canton de Vaud,org,1828-01-04,1828,1,4,1820,False
""" Mes relations avec les puissances de l ' Europe continuent à être amicales et satisfaisantes . Les affaires de l ' Orient présentent seules quelques difficultés , ; mais le traité que j ' ai si "" gné avec le roi d ' Angleterre et l ' empereur de Russie a posé "" les bases de la pacification de la Grèce , et j ' ai lieu d ' es "" péret encore que les efforts de mes alliés et les miens triom - * ph ' eront , sans le secours de la force , des résistances de la "" Porte Ottomane . . ' , ' . ' ' "" Le combat imprévu de Navarin a été à la fois une - occa",Porte Ottomane,org,1828-02-12,1828,2,12,1820,False
"DIÈTE FÉDÉRALE , Nous avons annoncé , , dans notre dernier N ° , que la diète , dans sa séance du 29 juillet , avait nommé M . Tavel , de Payerne , au consulat de Rio - Janeiro , vacant par la démission de M . Terrisse , de Genève",DIÈTE FÉDÉRALE,org,1828-08-08,1828,8,8,1820,False
"( £ > Le Département de Justice et Police du canton de Vaud , donne avis que , par jugement du 11 août 1828 , le Tribunal in District du d ' Enhaut a décidé qu ' une enquête serait faite pour constater l ' absence du sieur David Rosat , bourgeois de Chateau - d ' Œx , précédemment domicilié à Châtean - d ' Œx , fils de feu David Rosat",Département de Justice et Police du canton de Vaud,org,1828-09-16,1828,9,16,1820,False
"( £ > Le Département de Justice et Police du canton de Vaud , donne avis que , par jugement du 11 août 1828 , le Tribunal in District du d ' Enhaut a décidé qu ' une enquête serait faite pour constater l ' absence du sieur David Rosat , bourgeois de Chateau - d ' Œx , précédemment domicilié à Châtean - d ' Œx , fils de feu David Rosat",Tribunal in District du d ' Enhaut,org,1828-09-16,1828,9,16,1820,False
"( £ > La régie des postes et messageries du canton de Vaud ayant eu avis par l ' administration des Messageries royales de France , d ' une réduction dans le prix des places de diligences , informe le public que ces prix de Lausanne à Paris et lieux intermédiaires sont maintenant fixés comme suit : pour les places d ' intérieurs , de Lausanne à Pontarlier , 6 fr . de Suisse ; — idem à Bezanqon , 11 fr",administration des Messageries royales de France,org,1828-09-16,1828,9,16,1820,False
"Les personnes qui seraient dans l ' intention d ' amodier cette propriété pourront faire leurs offres au soussigné , d ' ici au 20 septembre courant , époque à laquelle elles seront transmises au Département des Finances",Département des Finances,org,1828-09-16,1828,9,16,1820,False
( £ 5 * Le président du Tribunal de première instance du District de Lausanne,Tribunal de première instance du District de Lausanne,org,1828-09-16,1828,9,16,1820,False
US » Le président du Tribunal du District d ' Oron,Tribunal du District d ' Oron,org,1828-09-16,1828,9,16,1820,False
OCf Le Président du Tribunal du District d ' Yvcrdon,Tribunal du District d ' Yvcrdon,org,1828-09-16,1828,9,16,1820,False
"président , Percertt , juge ' , , - Carrev , on < , greffier ; ' ' • ' ( t > Le président du Tribunal du District",Tribunal du District,org,1828-09-16,1828,9,16,1820,False
d ' Yverdon,d ' Yverdon,org,1828-09-16,1828,9,16,1820,False
i £ > Le président du Tribunal du District d ' Yverdon,Tribunal du District d ' Yverdon,org,1828-09-16,1828,9,16,1820,False
"( t > Le Tribunal du District de Rolle ayant accordé au tuteur des enfans de feu Jean - Louis Billard , d ' Essertines et Bugnaux , fils de feu Alexandre Billard , le bénéfice d ' inventaire de sa succession ; les créanciers dudit Jean - Louis Billard , décédé , sont sommés d ' intervenir et de produire leurs titres en duc forme , par devant une commission dudit Tribunal , assemblée en la maison commune de Rolle , les 4,16 et 26 septembre prochain , dès les deux heures après midi , sous peine de forclusion",Tribunal du District de Rolle,org,1828-09-16,1828,9,16,1820,False
CO Le président du Tribunal du District de Nyon,Tribunal du District de Nyon,org,1828-09-16,1828,9,16,1820,False
"( £ > Le président du Tribunal du District de Vevey , — A tous l",Tribunal du District de Vevey,org,1828-09-16,1828,9,16,1820,False
( £ > Le président du Tribunal du District de Cossonay,Tribunal du District de Cossonay,org,1828-09-16,1828,9,16,1820,False
( £ > Le président du Tribunal du District de la Vallée,Tribunal du District de la Vallée,org,1828-09-16,1828,9,16,1820,False
"( 35 * La Justice de paix du cercle de Mézières avise le public quePierre - Franqois fils de feu Jaques - Daniel Porchet , de Corselles , avancé en",Justice de paix du cercle de Mézières,org,1828-09-16,1828,9,16,1820,False
"; F . Coelho , pour l ' intérieur \ Duarle Leiloa , pour la justice et les affaires ecclésiastiques ; Carvalho aux finances ; et Bomfin à la guerre",Duarle Leiloa,org,1838-05-11,1838,5,11,1830,False
"La joie et la reconnaissance avec lesquelles a été accueillie la charte de la constitution , par laquelle j ' espère avoir fondé d ' une manière durable le bonheur de mes peuples ; l ' attitude noble et imposante de la garde nationale ' et les preuves d ' attachement qu ' elle a données si spontanément à ma maison et à ma personne ; l ' empressement montré par plusieurs importantes , corporations , telles que la Société de Lecture juridico - politique cl autres , qui se sont jointes à la garde nationale , à la légion académique elà la population de cette résidence , pour m ' exprimer par un grandiose cortège aux flambeaux leur amour et leur gratitude , tout cela me prouve qu ' elles reconnaissent toutes mon sincère désir de consacrer ma vie à leur bien - être et qu ' elles viennent avec confiance au devant des vœux de mon cœur",Société de Lecture,org,1848-05-09,1848,5,9,1840,False
"— La nouvelle que le grand - duché de Posen sera divisé en deux parties , l ' une allemande et l ' autre polonaise , et que la ville el la forteresse de Posen appartiennent dorénavant à la Confédération germanique , a produit parmi tous les Allemands une allégresse générale",Confédération germanique,org,1848-05-09,1848,5,9,1840,False
DIÈTE FÉDÉRALE,DIÈTE FÉDÉRALE,org,1848-07-11,1848,7,11,1840,False
— Le Directoire estime qu ' il est de son devoir d ' inviter les cantons en retard à accélérer autant que possible la transformation prescrite des armes à silex,Directoire,org,1848-07-11,1848,7,11,1840,False
La gestion du conseil de la guerre pendant l ' année 1847 a éléensuite approuvée à l ' unanimité et des remerciemens lui sont votés pour l ' activité qu ' il a déployée et les sages mesures qu ' il a prises pendant les malheureux événemens provoqués par le Sonderbund,Sonderbund,org,1848-07-11,1848,7,11,1840,False
Les pleins - pouvoirs donnés à ce sujet au Directoire sont renouvelés avec invitation d ' accélérer la solution de cette affaire,Directoire,org,1848-07-11,1848,7,11,1840,False
Le Directoire ne se trouve pas en mesure de communiquer un résultat positif quelconque au sujet de la rectification de la frontière à opérer entre l ' Autriche et la Confédération le long du canton du Tessin,Directoire,org,1848-07-11,1848,7,11,1840,False
Les pleins - pouvoirs du Directoire sont également renouvelés,Directoire,org,1848-07-11,1848,7,11,1840,False
Renouvellement de pleins - pouvoirs au Directoire,Directoire,org,1848-07-11,1848,7,11,1840,False
"Vaud , tout en l ' appuyant quant au fond , demande qu ' elle soit ajournée",Vaud,org,1848-07-11,1848,7,11,1840,False
"Un ouvrier zuricois ( graveur ) ayant été renvoyé du royaume de Hanovre par la seule raison qu ' il était Suisse , le gouvernement de Zurich a fait faire , par l ' intermédiaire du Directoire , des réclamations à ce sujet",Directoire,org,1848-07-11,1848,7,11,1840,False
"On connaît , d ' après le Times , l ' acte d ' accusation porté contre l ' ancien pensionnaire de la Compagnie",Compagnie,org,1858-02-24,1858,2,24,1850,False
"Selon le Sun , le comité a résolu de renoncer à ce meeting par suite de la défaite de lord Palmerston dans la Chambre des communes",Chambre des communes,org,1858-02-24,1858,2,24,1850,False
"— A la Chambre des Communes , dans la séance du 21 , lord Palmerston , répondant à une question de lord J . Ma ' nners , a dit qu ' il croyait que certains chefs circassiens s ' élaient adressés au gouvernement français pour obtenir assistance contre la Bussie ; mais comme les Circassiens n ' ont pris aucune part à la guerre d ' Orient , le gouvernement français n ' a "" pas cru devoir accéder à elle demande",Chambre des Communes,org,1858-02-24,1858,2,24,1850,False
"— M . Lindenmann , ancien directeur des postes à Arau , publie dans le Mandais - Courier une série de let tres à l ' adresse du Conseil fédéral , sur l ' administration postale",Conseil fédéral,org,1858-04-29,1858,4,29,1850,False
— Le Conseil executif à décidé de proposer au Grand Conseil de s ' intéresser aux entreprises de la Compagnie de l ' Est - Ouest en votant une prise d ' actions de 2 millions,Compagnie de l ' Est - Ouest,org,1858-08-10,1858,8,10,1850,False
"— Uh * n $ f $ o 1 fé de la Société d ' assurance mobilière avait pFis là fë ^ e après s ' être procuré une somme de 9,000 fr",Société d ' assurance mobilière,org,1858-08-10,1858,8,10,1850,False
Plusieurs des Italiens dont on demande l ' éloigncment seraient venus déclarer au Département de justice et police qu ' ils étaient sur le point de s ' éloigner volontairement,Département de justice et police,org,1858-10-25,1858,10,25,1850,False
On en cite qui sont musiciens à l ' orchester du théâtre de Genève,théâtre de Genève,org,1858-10-25,1858,10,25,1850,False
"Le Grand Conseil , dans lequel on avait dit qu ' Userait question de celle affaire , s ' est occupé essentiellement de projets de loi d ' un intérêt secondaire ou communal",Grand Conseil,org,1858-10-25,1858,10,25,1850,False
"M . Chenevière , dans sa réponse aux interpellations de M . Catalan , cite parmi les conditions imposées à la compagnie du chemin de fer Annemasse - Annecy , la jonction par mils d ' Annemasse à la gare de Cornavin , et il dit que Conseil d ' Etat de Genève a cru pouvoir prendre un engagement moral sur cette question , parce que , ajoute - t - il , c ' est la seule qui dépende de nous",Annemasse - Annecy,org,1868-06-16,1868,6,16,1860,False
"M . Chenevière , dans sa réponse aux interpellations de M . Catalan , cite parmi les conditions imposées à la compagnie du chemin de fer Annemasse - Annecy , la jonction par mils d ' Annemasse à la gare de Cornavin , et il dit que Conseil d ' Etat de Genève a cru pouvoir prendre un engagement moral sur cette question , parce que , ajoute - t - il , c ' est la seule qui dépende de nous",Conseil d ' Etat de Genève,org,1868-06-16,1868,6,16,1860,False
"Genève ne peut pas se trouver à quatre ou cinq kilomètres d ' une voie ferrée importante sans s ' y relier , mais il y a en même temps à prendre en considération les intérêts militaires de la Confédération , et des précautions devront être adoptées pour les sauvegarder",Confédération,org,1868-06-16,1868,6,16,1860,False
"Il ne faut pas oublier que , par le traité pour la cession du tronçon de Versoix à la compagnie Lausanne - Fribourg , la compagnie française reste propriétaire de la gare , et que la compagnie Lausanne - Fribourg n ' en a la jouissance que « OMS l ' autorité du Lyon - Genève , actuellement du Paris - Lyon",Lausanne - Fribourg,org,1868-06-16,1868,6,16,1860,False
"Il ne faut pas oublier que , par le traité pour la cession du tronçon de Versoix à la compagnie Lausanne - Fribourg , la compagnie française reste propriétaire de la gare , et que la compagnie Lausanne - Fribourg n ' en a la jouissance que « OMS l ' autorité du Lyon - Genève , actuellement du Paris - Lyon",Lausanne - Fribourg,org,1868-06-16,1868,6,16,1860,False
CONFEDERATION SUISSE CONSEIL NATIONAL,CONSEIL NATIONAL,org,1868-07-27,1868,7,27,1860,False
"M . le président Kaiser annonce que le Conseil des Etats a fait savoir qu ' il avait décidé de clore sa session demain , samedi",Conseil des Etats,org,1868-07-27,1868,7,27,1860,False
"La listé des tractandas du Conseil national étant fort chargée , M . le président propose d ' attendre à midi pour savoir s ' il y aura lieu d ' avoir une séance de relevée et pour répondre à la communication du Conseil des Etats",Conseil national,org,1868-07-27,1868,7,27,1860,False
"La listé des tractandas du Conseil national étant fort chargée , M . le président propose d ' attendre à midi pour savoir s ' il y aura lieu d ' avoir une séance de relevée et pour répondre à la communication du Conseil des Etats",Conseil des Etats,org,1868-07-27,1868,7,27,1860,False
"Karrer ( Berne ) et Allet , ( Valais ) , rapporteurs , déclarent que dans le principe il n ' y avait au dossier que le message du Conseil fédéral et que lacommission décida de proposer le renvoi du tout au Conseil fédéral , mais depuis des pièces suffisantes furent fournies pour étudier la question",Conseil fédéral,org,1868-07-27,1868,7,27,1860,False
"Karrer ( Berne ) et Allet , ( Valais ) , rapporteurs , déclarent que dans le principe il n ' y avait au dossier que le message du Conseil fédéral et que lacommission décida de proposer le renvoi du tout au Conseil fédéral , mais depuis des pièces suffisantes furent fournies pour étudier la question",Conseil fédéral,org,1868-07-27,1868,7,27,1860,False
"A la suite de diverses négociations entre le département fédéral de l ' intérieur et les directions des chemins de fer , on convint , le 16 janvier , d ' adopter un questionnaire que les administrations , de chemins de fer feraient remplir à leurs frais , tandis que les frais du travail d ' ensemble , et de la publication seraient supportés par la Confédération",département fédéral de l ' intérieur,org,1868-07-27,1868,7,27,1860,False
"Cette statistique formera deux divisions distinctes : celle de la construction , qui ne sera élaborée qu ' une seule fois et cela par un spécialiste que le Conseil fédéral chargera de ce travail , celle de l ' exploitation des lignes qui sera publiée chaque année , travail dont sera chargé le bureau fédéral de statistique et qui , d ' après un calcul de ce bureau reviendra à 4000 fr . par an",Conseil fédéral,org,1868-07-27,1868,7,27,1860,False
Le Gonseil des Etats avait admis dans son arrêté que le crédit nécessaire par suite de cela pour le bureau de statistique serait déterminé chaque année par le budget,Gonseil des Etats,org,1868-07-27,1868,7,27,1860,False
La commission du Conseil national croit préférable d ' allouer au bureau de statistique un crédit de 4000 fr . sans rien préjuger pour l ' avenir ; elle propose par conséquent de décider : 1 ° Une statistique de l ' exploitation des chemins de fer de la Sdisse sera élaborée et publiée annuellement sur la base d ' an questionnaire convenu entre le département fédéral de l ' intérieur et les administrations des chemins de fer,Conseil national,org,1868-07-27,1868,7,27,1860,False
La commission du Conseil national croit préférable d ' allouer au bureau de statistique un crédit de 4000 fr . sans rien préjuger pour l ' avenir ; elle propose par conséquent de décider : 1 ° Une statistique de l ' exploitation des chemins de fer de la Sdisse sera élaborée et publiée annuellement sur la base d ' an questionnaire convenu entre le département fédéral de l ' intérieur et les administrations des chemins de fer,département fédéral de l ' intérieur,org,1868-07-27,1868,7,27,1860,False
2 ° Ce travail est confié au bureau fédéral de statistique,bureau fédéral de statistique,org,1868-07-27,1868,7,27,1860,False
"M . Heer ( Glaris ) , rapporteur , fait observer que les modifications sont peu importantes et ne concernent que des dispositions relatives à la Cour d ' appel , c ' est pourquoi la commission propose d ' adhérer à la décision du Conseil des Etats et d ' accorder la garantie fédérale aux articles révisés 38,39 et 40 de In Constitution ' du canton de Bâle - Ville",Conseil des Etats,org,1868-07-27,1868,7,27,1860,False
"On adopte cette proposition sans discussion , puis on adhère également sans discussion à la décision du Conseil des Etats accordant la garantie fédérale ' à l ' article révisé de la Constitution du canton de Scbaflhouse",Conseil des Etats,org,1868-07-27,1868,7,27,1860,False
"A la votation , la proposition de M . deRolen est rejetée par 57 voix contre 30 , et a la votation définitive , puis on adopte , comme au Conseil des Etats , l ' arrêté suivant : a Vu la décision du Conseil cantonal de Soleure , concernant la modification des art . 8,9,11,12,16,18,23,24 , 25,27,28,30,36,48 et 49 de la Constitution de ce canton , du 1 juin 1856 , Considérant : Que , le changement apporté au dernier alinéa de l ' art",Conseil des Etats,org,1868-07-27,1868,7,27,1860,False
"A la votation , la proposition de M . deRolen est rejetée par 57 voix contre 30 , et a la votation définitive , puis on adopte , comme au Conseil des Etats , l ' arrêté suivant : a Vu la décision du Conseil cantonal de Soleure , concernant la modification des art . 8,9,11,12,16,18,23,24 , 25,27,28,30,36,48 et 49 de la Constitution de ce canton , du 1 juin 1856 , Considérant : Que , le changement apporté au dernier alinéa de l ' art",Conseil cantonal de Soleure,org,1868-07-27,1868,7,27,1860,False
3 . La présente décision sera transmise au Conseil fédéral,Conseil fédéral,org,1868-07-27,1868,7,27,1860,False
"MM : deGonzenbach ( Berne ) et Pedrazzini ( Tessin ) , rapporteurs exposent que les négociations suivies en mai dernier à Vienne , par notre chahgé d ' affaires , M . de Tschudi , pour la conclusion d ' une nouvelle convention postale avec l ' Autriche , ont abouti à une convention , signée à Vienne le 15 juillet 1868 , et concordant avec la convention conclue avec les Etats de l ' Allemagne du Nord",Etats de l ' Allemagne du Nord,org,1868-07-27,1868,7,27,1860,False
"po « r 40 grammes affranchis , si non , traités comme lettres non affranchies . — Expédition avec recommandation , moyennant surtaxe de 25 cent , et 25 cent , pour l ' accusé de réception , s ' il est démandé . En cas de perte , demnité de 50 fr . Mandats de poste jusqu ' au maximum de fr . 187,50 ; taxe 50 cent , pour mandat jusqu ' à fr . 93,75 et pour mandats plus élevés , 75 cent . Partage du port des lettres , 2 / 5 à l ' administration suisse , 3 / 5 à celle de l ' Autriche ; pour imprimés et échantillons l ' administration suisse touche 21 / 2 cent . "" ' , : Transit en dépèches closes , moyennant 20 cent , par 30 grammes de lettres , poids net , et 1 fr . par kilogramme d ' imprimés , poids net ; toutefois , pour le transit de l ' Autriche de et vers l ' Italie et les Etats de l ' Eglise , la taxe est de moitié . Remboursements admis jusqu ' à 200 » fr . Pour la comptabilité , les règlements de compte se feront en numéraire , d ' après l ' étalon de 1 franc égal à 40 kreuzer . Cette convention s ' applique aussi à la principauté de Lichtenstein et à Belgrade ( Servie ) , tant qu ' il s ' y trouvera un bureau de poste autrichien . La commission propose la ratification de cette convention , proposition qui est adoptée sans discussion . Déclaration avec les Etats de l ' Eglise touchant les rapports de commerce . M . Sulzberger ( Thurgovie ) propose de ratifier , en adhésion au Conseil des Etats , cette convention , qui assure aux ressortissants des deux pays en matière commerciale , le bénéfice d ' égalité avec la nation la mieux favorisée . Cette proposition est adoptée . Traité avec l ' Autriche pour la délimitation de la frontière près de Finstermunz . M . Barman ( Valais ) propose d ' adhérer à la décision da Conseil des Etats ratifiant ce traité , qui est entièrement à l ' avantage de la Suisse . M . Salis ( Grisons ) remercie la Confédération de l ' augmentation de territoire échue par son entremise à son canton , mais il espère que la Confédération ne perdra pas de vue les intérêts du canton des Grisons en fait de routes . La roule de l ' Engadine àMartinsbruck est établie , mais elle attend toujours son raccordement sur la rive droite de l ' Inn jusqu ' à Finstermunz , après y avoir consenti , le gouvernement autrichien semble avoir en vue un autre raccordement sur la rive gauche de l ' Inn , qui serait , an point de vue financier , fort coûteux pour les Grisons . La ratification est accordée à ce traité . On adhère sans discussion à la décision du Conseil des Etats renvoyant au Conseil fédéral la pétition de Glaris . Après cela , sur la proposition de M . Demiéville ( Vaud ) , on passe à l ' ordre du jour sur la pétition de M Clavel , à Hauterive . On adhère aussi sans discussion à la modification apportée par le Conseil des Etats à la motion Joos . M . FreiHerosee ( Argovie ) aurait préféré au lieu d ' une enquête sur le travail des enfants dans les fabriques , une enquête sur les fabriques en général , pour établir une statistique des fabriques . Il est décidé que l ' on n ' aura pas de séance de relevée . . . . M . Demiéville demande l ' ajournement à la session de décembre du recours Piguet . M . Perrin ( Vaud ) fait la même demande pour le recours Baumgartner . Cette demande d ' ajournement est repoussée par 44 voix contre 22 . On décide ensuite par 35 voix contre 34 de répondre au Conseil dés Etats que l ' on clôt également la session samedi . La séance est levée . CONSEIL DES ÉTATS . Séance du 24 juillet 1868 . Le Conseil des Etats adhère sans discussion au postulat touchant les crédits supplémentaires tel qu ' il est "" sorti du Conseil national",Conseil des Etats,org,1868-07-27,1868,7,27,1860,False
